X,Y,OBJECTID,FOLIO,ID,NAME,GSRATING,CAMPUS,ADDRESS,UNIT,CITY,ZIPCODE,PHONE,TYPE,GRADES,CAPACITY,ENROLLMNT,REGION,LAT,LON,POINT_X,POINT_Y,CREATEDBY,CREATEDDATE,MODIFIEDBY,MODIFIEDDATE
-8945499.673,2953681.91,6,3.0502E+12,8131,Dorothy M. Wallace C.O.P.E. Center,, ,10225 SW 147TH TER, ,Miami-Dade,33176,305-233-1044,ALT,12-Jun,357,64,S,25.63287,-80.35879,867425.9371,472771.1243,,1970/01/01 00:00:00+00,ABREUI,2016/12/13 14:34:06+00
-8948033.792,2969286.127,60,3.04007E+12,5061,Dr. Carlos J. Finlay Elementary,10, ,851 SW 117TH AVE, ,Miami-Dade,33174,305-552-7122,E,PK-5,626,509,S,25.75919,-80.38155,859710.7291,518644.2546,,1970/01/01 00:00:00+00,ABREUI,2016/12/13 14:34:50+00
-8942409.823,2945279.219,253,3.06009E+12,5981,Dr. Edward L. Whigham Elementary,5,Main Campus,21545 SW 87TH AVE, ,Cutler Bay,33189,305-234-4840,E,PK-5,898,801,S,25.5648,-80.33103,876695.9377,448075.0211,,1970/01/01 00:00:00+00,ABREUI,2017/01/11 09:35:44+00
-8941735.299,2947817.569,254,3.66003E+12,5981,Dr. Edward L. Whigham PLC-E,5, ,8035 SW 196TH ST, ,Cutler Bay,33189,305-252-5050,PLC,PK,0,0,S,25.58537,-80.32497,878655.4724,455560.6519,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8936468.664,2994333.873,420,3.41132E+12,5081,Dr. Frederica S. Wilson/Skyway Elementary,5, ,4555 NW 206TH TER, ,Miami Gardens,33055,305-621-5838,E,PK-5,588,227,N,25.96166,-80.27766,893499.875,592411.0619,,1970/01/01 00:00:00+00,T0140179,2018/09/27 14:20:43+00
-8955950.199,2957609.933,52,3.05908E+12,4511,Dr. Gilbert L. Porter Elementary,9, ,15851 SW 112TH ST, ,Miami-Dade,33196,305-382-0792,E,PK-5,937,687,S,25.66468,-80.45267,836447.4103,484193.299,,1970/01/01 00:00:00+00,ABREUI,2017/01/10 13:20:05+00
-8955759.467,2957597.983,53,3.05908E+12,4511,Dr. Gilbert L. Porter Elementary PLC-Q,9, ,15751 SW 112TH ST, ,Miami-Dade,33196,305-382-0792,PLC,PK,0,0,S,25.66459,-80.45096,837011.9198,484160.4701,,1970/01/01 00:00:00+00,ABREUI,2017/01/10 13:20:20+00
-8942947.327,2951521.325,44,3.35028E+12,4381,Dr. Henry E. Perrine Academy of the Arts,7, ,8851 SW 168TH ST, ,Palmetto Bay,33157,305-235-2442,E,KG-5,840,784,S,25.61537,-80.33586,875012.1256,466447.9376,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8932146.861,2980561.405,248,3.0311E+12,5861,Dr. Henry W. Mack/West Little K-8 Center,3, ,2450 NW 84TH ST, ,Miami-Dade,33147,305-691-6491,E,PK-8,565,499,C,25.85037,-80.23884,906491.0192,552033.5215,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 08:12:04+00
-8956207.666,2964134.145,236,3.0492E+12,211,Dr. Manuel C. Barreiro Elementary,9, ,5125 SW 162ND AVE, ,Miami-Dade,33185,305-229-4800,E,PK-5,1148,781,S,25.7175,-80.45499,835606.423,503385.5148,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 08:13:21+00
-8956519.074,2964415.652,406,3.0492E+12,211,Dr. Manuel C. Barreiro Elementary ECC-3,9, ,16350 SW 47TH ST, ,Miami-Dade,33185,305-228-4200,E,2-Jan,1148,781,S,25.71978,-80.45778,834681.9962,504209.7762,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 08:52:45+00
-8929760.915,2979258.529,438,3.03111E+12,2981,Dr. Martin Luther King  @ Liberty City PLC,, ,7124 NW 12TH AVE, ,Miami-Dade,33150,305-836-0928,PLC,PK-3,0,0,AC,25.83984,-80.2174,913562.8851,548246.4191,ABREUI,2018/05/31 09:33:19+00,ABREUI,2018/10/30 12:04:37+00
-8928038.703,2981214.726,439,3.03101E+12,8019,Dr. Marvin Dunn Academy For Community Education,, ,8950 NW 2ND AVE, ,El Portal,33150,305-460-2946,ALT,12-Sep,0,69,AC,25.85565,-80.20193,918616.5673,554025.2033,ABREUI,2018/05/31 09:33:36+00,ABREUI,2018/05/31 09:33:36+00
-8924858.547,2995556.03,367,3.01232E+12,7141,Dr. Michael M. Krop Senior High,5, ,1410 NE 215TH ST, ,Miami-Dade,33179,305-652-6808,S,12-Sep,2383,2799,N,25.97153,-80.17338,927746.1245,596201.5622,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8933148.991,2987251.445,35,8.2121E+11,4121,Dr. Robert  B. Ingram Elementary,3, ,600 AHMAD ST, ,Opa-Locka,33054,305-688-4605,E,PK-5,558,422,N,25.90445,-80.24784,903417.7083,571669.8336,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 09:04:24+00
-8947904.201,2980672.781,230,3.53007E+12,122,Dr. Rolando Espinosa K-8 Center,6, ,11250 NW 86TH ST, ,Doral,33178,305-889-5757,E,PK-8,1519,1649,C,25.85127,-80.3804,859936.3123,552116.1834,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 09:05:31+00
-8948142.535,2981019.4,431,3.53007E+12,4011,Dr. Toni Bilbao Preparatory Academy,, ,8905 NW 114 AVE, ,Doral,33178,305-863-5750,E,PK-2,670,247,C,25.85408,-80.38253,859227.4081,553131.3243,RUIZJ,2018/01/26 15:30:56+00,RUIZJ,2018/01/26 15:32:32+00
-8944957.637,2970622.383,72,3.04005E+12,5381,E.W.F. Stirrup Elementary,6, ,330 NW 97TH AVE, ,Miami-Dade,33172,305-226-7001,E,PK-5,974,897,C,25.77,-80.35392,868786.4934,522617.0274,,1970/01/01 00:00:00+00,ABREUI,2016/11/15 13:44:29+00
-8931500.09,2976508.611,411,3.03122E+12,1561,Earlington Heights Elementary,6, ,4750 NW 22ND AVE, ,Miami-Dade,33142,305-635-7505,E,PK-5,656,457,C,25.81761,-80.23303,908471.3249,540134.3924,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 09:09:47+00
-8947070.761,2961764.765,429,3.04031E+12,9731,"Early Childhood, ESE and Tiitle",, ,11001 SW 76TH ST, ,Miami-Dade,33173,305-995-7243,SPC,12,0,133,AC,25.69832,-80.3729,862663.159,496535.2413,RUIZJ,2018/01/26 15:21:28+00,T0140179,2018/09/27 14:54:37+00
-8928355.05,2978753.424,179,1.3113E+11,1601,Edison Park K-8 Center,5, ,500 NW 67TH ST, ,Miami,33150,305-758-3658,E,PK-7,614,447,C,25.83576,-80.20478,917725.7499,546787.001,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8932464.022,2978349.305,430,3.03116E+12,8017,Educational Alternative Outreach Program,1, ,6300 NW 27 AVE, ,Miami-Dade,33142,305-694-4444,ALT,K-12,0,738,AC,25.83249,-80.2417,905591.4987,545527.6568,RUIZJ,2018/01/26 15:22:13+00,T0140179,2018/09/27 14:44:20+00
-8941673.331,2966568.226,397,3.04015E+12,1641,Emerson Elementary,9, ,8001 SW 36TH ST, ,Miami-Dade,33155,305-264-5757,E,PK-5,576,338,C,25.73719,-80.32442,878557.1742,510743.6673,,1970/01/01 00:00:00+00,ABREUI,2017/01/09 13:22:44+00
-8928047.417,2974834.5,202,1.31251E+11,2351,Eneida Massas Hartner Elementary,4, ,401 NW 29TH ST, ,Miami,33127,305-573-8181,E,PK-5,713,471,C,25.80407,-80.20201,918704.6126,535274.2824,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 09:13:46+00
-8933572.416,2966903.666,1,1.4116E+11,7841,English Center,, ,3501 SW 28TH ST, ,Miami,33133,305-445-7731,O, ,0,0,AC,25.73991,-80.25164,902507.5625,511859.4999,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 09:15:15+00
-8944369.648,2985213.931,293,4.2028E+11,5051,Ernest R. Graham K-8 Center,7, ,7330 W 32ND AVE, ,Hialeah,33018,305-825-2122,E,PK-8,1489,1403,N,25.88798,-80.34864,870312.3896,565507.9297,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 09:16:04+00
-8945744.558,2951141.09,404,3.05032E+12,4651,Ethel F. Beckford/Richmond Primary Learning Center,, ,16929 SW 104TH AVE, ,Miami-Dade,33157,305-238-5194,PLC,PK-5,0,0,S,25.61229,-80.36099,866737.2139,465287.7825,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 09:16:56+00
-8952969.388,2964668.672,421,3.04922E+12,251,Ethel Koger Beckham K-8 Center,10, ,4702 SW 143RD CT, ,Miami-Dade,33175,305-222-8161,E,PK-8,674,789,S,25.72182,-80.42589,845177.2077,504998.4106,,1970/01/01 00:00:00+00,T0140179,2018/09/27 15:06:30+00
-8948155.226,2977757.319,190,3.53018E+12,71,Eugenia B. Thomas K-8 Center,7, ,5950 NW 114TH AVE, ,Doral,33178,305-592-7914,E,PK-8,1598,1680,C,25.8277,-80.38264,859234.937,543545.3746,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8942458.795,2968817.12,16,3.0401E+12,1721,Everglades Elementary,8,Lower Academy,8375 SW 16TH ST, ,Miami-Dade,33155,305-264-4154,E,PK-8,1188,1025,C,25.75539,-80.33147,876200.8952,517345.5458,,1970/01/01 00:00:00+00,ABREUI,2017/01/09 13:27:37+00
-8942292.453,2968968.973,416,3.0401E+12,1721,Everglades K-8 Center,8,Upper Academy,8300 SW 16TH ST, ,Miami-Dade,33155,305-264-4154,U,PK-8,1188,1025,C,25.75662,-80.32999,876690.4524,517794.588,ABREUI,2016/12/14 10:22:55+00,ABREUI,2017/01/09 13:28:11+00
-8938232.698,2970206.906,148,1.4001E+11,1801,Fairlawn Elementary,8, ,444 SW 60TH AVE, ,Miami,33144,305-261-8880,E,PK-5,612,639,C,25.76664,-80.29351,888674.4379,521497.4062,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8954853.755,2959231.297,101,3.05904E+12,7781,Felix Varela Senior High,5, ,15255 SW 96TH ST, ,Miami-Dade,33196,305-752-7900,S,12-Sep,2795,2849,S,25.67781,-80.44282,839671.6113,488977.9636,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 10:31:46+00
-8920290.227,2972624.522,383,2.3234E+11,761,Fienberg/Fisher K-8 Center,6, ,1420 WASHINGTON AVE, ,Miami Beach,33139,305-531-0419,E,PK-8,896,794,N,25.78619,-80.13233,941674.5039,528922.5378,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 10:35:04+00
-8941009.864,2969549.252,150,3.04011E+12,1841,Flagami Elementary,9, ,920 SW 76TH AVE, ,Miami-Dade,33144,305-261-2031,E,PK-5,548,418,C,25.76131,-80.31846,880473.8613,519520.3754,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 10:37:38+00
-8935375.32,2980883.939,152,4.3105E+11,1921,Flamingo Elementary,7, ,701 E 33RD ST, ,Hialeah,33013,305-691-5531,E,PK-5,884,628,N,25.85298,-80.26785,896947.5727,552927.033,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 10:48:38+00
-8959684.415,2931367.632,153,1.67824E+12,2001,Florida City Elementary,3, ,364 NW 6TH AVE, ,Florida City,33034,305-247-4676,E,PK-5,920,771,S,25.45201,-80.48621,825697.1878,406855.4376,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8938212.425,2963185.02,437,9.40251E+11,9018,Florida Diagnostic and Learning Resources System/South,,Former JRE Lee Center,6521 SW 62ND Ave, ,South Miami,33143,305-274-3501,SPC,PK-K,0,0, ,25.70981,-80.29333,888844.9955,500845.7744,ABREUI,2018/05/31 09:33:07+00,ABREUI,2018/05/31 09:33:07+00
-8939994.175,2970620.496,303,1.4002E+11,9025,Food & Nutrition Center,, ,7042 W FLAGLER ST, ,Miami,33144,786-275-0420,A, ,0,0, ,25.76998,-80.30933,883460.3279,522685.9009,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 11:07:47+00
-8931301.924,2970493.798,228,1.4103E+11,9001,Former Region Office/Warehouse,,South Central Regional Office,2201 SW 4th STREET, ,Miami,33135,305-642-7555,A, ,0,0, ,25.76896,-80.23125,909160.1869,522455.6599,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 16:56:12+00
-8933826.699,2965224.599,223,1.412E+11,5561,Frances S. Tucker Elementary,7, ,3500 DOUGLAS RD, ,Miami,33133,305-567-3533,E,PK-5,576,388,C,25.72632,-80.25393,901783.5335,506916.7289,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 11:17:05+00
-8947344.429,2954295.37,177,3.05019E+12,3101,Frank C. Martin K-8 Center,8, ,14250 BOGGS DR, ,Miami-Dade,33176,305-238-3688,E,PK-8,1347,1128,S,25.63784,-80.37536,861957.4174,474550.7815,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 11:21:54+00
-8927914.453,2972516.91,140,1.3136E+11,1361,Frederick Douglass Elementary,4, ,314 NW 12TH ST, ,Miami,33136,305-371-4687,E,PK-5,772,207,C,25.78532,-80.20082,919138.955,528463.5401,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 11:22:36+00
-8923848.011,2989639.053,156,7.2217E+11,2081,Fulford Elementary,6, ,16140 NE 18TH AVE, ,North Miami Beach,33162,305-949-3425,E,PK-5,609,531,N,25.92374,-80.16429,930839.5205,578848.1456,,1970/01/01 00:00:00+00,ABREUI,2017/01/09 14:05:09+00
-8953541.972,2966184.914,267,3.04915E+12,7051,G. Holmes Braddock Senior High,4, ,3601 SW 147TH AVE, ,Miami-Dade,33185,305-225-9729,S,12-Sep,3818,3620,S,25.73409,-80.43104,843464.5496,509450.7767,,1970/01/01 00:00:00+00,ABREUI,2016/11/15 13:47:10+00
-8955734.784,2932463.208,31,1.07917E+12,4031,Gateway Environmental K-8 Learning Center,4, ,955 SE 18TH AVE, ,Homestead,33035,305-257-6000,E,PK-8,1650,1900,S,25.4609,-80.45073,837391.1902,410131.7089,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 11:27:19+00
-8934899.41,2974850.154,103,3.03129E+12,7801,George T. Baker Aviation Technical College,, ,3275 NW 42ND AVE, ,Miami-Dade,33142,305-871-3143,O, ,0,0,AC,25.80419,-80.26356,898452.8753,535202.2498,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8934387.349,2965336.002,382,3.412E+11,721,George Washington Carver Elementay,8, ,238 GRAND AVE, ,Coral Gables,33133,305-443-5286,E,KG-5,486,387,C,25.72722,-80.25896,900123.5835,507235.0667,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 11:30:45+00
-8934387.208,2965172.424,334,3.412E+11,6071,George Washington Carver Middle,10, ,4901 LINCOLN DR, ,Coral Gables,33133,305-444-7388,M,8-Jun,872,1003,C,25.7259,-80.25896,900126.7028,506753.9234,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 11:31:08+00
-8929918.652,2976512.666,257,1.3123E+11,6011,Georgia Jones-Ayers Middle/Allapattah,1, ,1331 NW 46TH ST, ,Miami,33142,305-634-9787,M,8-Jun,1150,466,C,25.81764,-80.21882,913144.7629,540173.8113,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 11:32:13+00
-8926269.485,2990761.625,346,3.02207E+12,4801,Gertrude Edelman/Sabal Palm Elementary,8, ,17101 NE 7TH AVE, ,Miami-Dade,33162,305-651-2411,E,PK-5,696,602,N,25.93281,-80.18605,923669.3748,582099.5622,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8944244.056,2963161.623,342,3.04028E+12,6211,Glades Middle,7, ,9451 SW 64TH ST, ,Miami-Dade,33173,305-271-3342,M,8-Jun,951,1028,S,25.70963,-80.34751,871004.6164,500685.1449,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 11:36:15+00
-8946936.092,2955926.486,154,3.05018E+12,2021,Gloria Floyd Elementary,7, ,12650 SW 109TH AVE, ,Miami-Dade,33176,305-255-3934,E,PK-5,792,551,S,25.65105,-80.37169,863143.1516,479357.4173,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 11:38:31+00
-8933067.606,2989799.839,233,3.42116E+12,2161,Golden Glades Elementary,4, ,16520 NW 28TH AVE, ,Miami Gardens,33054,305-624-9641,E,PK-5,438,220,N,25.92504,-80.24712,903615.0629,579155.3122,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8946930.625,2943314.95,240,3.06019E+12,311,Goulds Elementary,2, ,23555 SW 112TH AVE, ,Miami-Dade,33032,305-257-4400,E,KG-5,824,632,S,25.54888,-80.37164,863335.2982,442223.9429,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 11:39:50+00
-8927601.064,2984853.437,8,3.02125E+12,2241,Gratigny Elementary,5, ,11905 N MIAMI AVE, ,Miami-Dade,33168,305-681-6685,E,PK-6,800,538,N,25.88507,-80.198,919844.1853,564723.2388,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 11:40:33+00
-8950147.101,2966840.81,9,3.04914E+12,2261,Greenglade Elementary,9, ,3060 SW 127TH AVE, ,Miami-Dade,33175,305-223-5330,E,PK-5,560,498,S,25.7394,-80.40055,853495.1828,511424.2666,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 11:43:32+00
-8924483.742,2991659.751,10,7.2208E+11,2281,Greynolds Park Elementary,7, ,1536 NE 179TH ST, ,North Miami Beach,33162,305-949-2129,E,PK-5,986,697,N,25.94006,-80.17,928924.8625,584769.8021,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 11:57:46+00
-8924386.093,2991505.671,11,7.2208E+11,2281,Greynolds Park Elementary PLC-C,7, ,1575 NE 177TH ST, ,North Miami Beach,33162,305-354-3208,PLC,PK,0,0,N,25.93882,-80.16913,929216.0131,584319.2188,,1970/01/01 00:00:00+00,ABREUI,2016/11/10 12:36:13+00
-8944363.097,2946261.068,12,3.66008E+12,2321,Gulfstream Elementary,9, ,20900 SW 97TH AVE, ,Cutler Bay,33189,305-235-6811,E,PK-5,753,655,S,25.57276,-80.34858,870897.2674,450937.9756,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 11:59:42+00
-8954846.288,2958790.065,290,3.05904E+12,6221,Hammocks Middle,7, ,9889 HAMMOCKS BLVD, ,Miami-Dade,33196,305-385-0896,M,8-Jun,1478,933,S,25.67424,-80.44275,839699.173,487679.7126,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 12:03:18+00
-8931365.04,2983759.896,50,3.02134E+12,4491,Henry E.S. Reeves Elementary,6, ,2005 NW 111TH ST, ,Miami-Dade,33167,305-953-7243,E,KG-5,731,717,C,25.87623,-80.23181,908745.8751,561444.3132,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8938213.719,2980327.014,341,4.3012E+11,6171,Henry H. Filer Middle,5, ,531 W 29TH ST, ,Hialeah,33012,305-822-6601,M,8-Jun,1116,875,N,25.84848,-80.29334,888570.8178,551244.6816,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 12:47:24+00
-8936877.44,2970875.077,151,1.4106E+11,1881,Henry M. Flagler Elementary,7, ,5222 NW 1ST ST, ,Miami,33126,305-443-2529,E,PK-5,938,737,C,25.77204,-80.28133,892670.4995,523483.7147,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 12:48:30+00
-8936048.619,2964588.312,247,3.413E+11,5831,Henry S. West Laboratory School,10, ,5300 CARILLO ST, ,Coral Gables,33146,305-661-7661,E,KG-5,336,321,C,25.72117,-80.27389,895222.56,505008.4798,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 12:56:22+00
-8952562.011,2949734.566,256,3.05934E+12,6001,Herbert A. Ammons Middle,10, ,17990 SW 142ND AVE, ,Miami-Dade,33177,305-971-0158,M,8-Jun,990,1218,S,25.6009,-80.42223,846573.9637,461054.0094,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 12:57:40+00
-8936231.262,2982437.665,109,4.31061E+11,7112,Hialeah Adult Education Center,, ,251 E 47TH ST, ,Hialeah,33012,305-822-1500,O, ,0,0, ,25.86554,-80.27553,894393.6606,557478.0737,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 13:02:20+00
-8935672.547,2977945.928,203,4.3117E+11,2361,Hialeah Elementary,8, ,550 E 8TH ST, ,Hialeah,33010,305-888-6709,E,PK-5,976,609,C,25.82923,-80.27051,896117.3824,544288.5569,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 13:04:03+00
-8945297.971,2985591.301,157,2.72029E+12,2111,Hialeah Gardens Elementary,9, ,9702 NW 130TH ST, ,Hialeah Gardens,33018,305-827-8830,E,PK-5,931,884,N,25.89103,-80.35698,867565.2235,566602.8819,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8945342.083,2985438.484,158,2.72029E+12,2111,Hialeah Gardens Elementary PLC- B,9, ,9749 NW 127TH TER, ,Hialeah Gardens,33018,305-818-7976,PLC,PK-5,0,0,N,25.88979,-80.35737,867437.1437,566153.3661,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8944288.953,2984202.445,165,2.72033E+12,6751,Hialeah Gardens Middle,7, ,11690 NW 92ND AVE, ,Hialeah Gardens,33018,305-817-0017,M,8-Jun,1505,1681,N,25.8798,-80.34791,870565.4791,562537.8648,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 13:07:02+00
-8944951.618,2984186.984,371,2.72033E+12,7191,Hialeah Gardens Senior High,4, ,11700 HIALEAH GARDENS BLVD, ,Hialeah Gardens,33018,305-698-5000,S,12-Sep,2670,3119,N,25.87968,-80.35386,868608.4354,562482.7698,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 13:09:26+00
-8935446.671,2983931.108,412,4.2132E+11,6231,Hialeah Middle,3, ,6027 E 7TH AVE, ,Hialeah,33013,305-681-3527,M,8-Jun,923,727,N,25.87761,-80.26848,896686.9104,561878.4175,,1970/01/01 00:00:00+00,ABREUI,2016/11/10 12:21:50+00
-8936479.393,2982425.484,108,4.31061E+11,7111,Hialeah Senior High,2, ,251 E 47TH ST, ,Hialeah,33013,305-822-1500,S,12-Sep,3354,2556,N,25.86544,-80.27776,893660.8748,557438.2493,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8939770.302,2986077.683,366,4.2025E+11,7132,Hialeah-Miami Lakes Adult Education,, ,7977 W 12TH AVE, ,Hialeah,33014,305-823-1330,O, ,0,0, ,25.89496,-80.30732,883882.8746,568114.6247,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 13:21:10+00
-8939770.302,2986077.683,365,4.2025E+11,7131,Hialeah-Miami Lakes Senior High,5, ,7977 W 12TH AVE, ,Hialeah,33014,305-823-1330,S,12-Sep,2924,1726,N,25.89496,-80.30732,883882.8746,568114.6246,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8928158.779,2992456.518,205,3.42101E+12,2401,Hibiscus Elementary,3, ,18701 NW 1ST AVE, ,Miami Gardens,33169,305-652-3018,E,PK-5,665,495,N,25.9465,-80.20302,918061.1878,587041.8122,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8922721.374,2994621.444,413,3.01233E+12,6241,Highland Oaks Middle,5, ,2375 NE 203RD ST, ,Miami-Dade,33180,305-932-3810,M,8-Jun,999,1139,N,25.96398,-80.15417,934071.563,593498.3751,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8929624.115,2978788.171,207,1.3114E+11,2501,Holmes Elementary,1, ,1175 NW 67TH ST, ,Miami,33150,305-836-3421,E,PK-5,572,504,C,25.83604,-80.21618,913975.3285,546866.5947,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 13:25:44+00
-8959201.591,2934368.799,18,1.07813E+12,6251,Homestead Middle,2, ,650 NW 2ND AVE, ,Homestead,33030,305-247-4221,M,8-Jun,992,693,S,25.47635,-80.48187,827093.9537,415707.3879,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 13:26:26+00
-8956751.92,2930968.183,368,1.0792E+12,7151,Homestead Senior High School,2, ,2351 SE 12TH AVE, ,Homestead,33034,305-245-7000,S,12-Sep,2894,1875,S,25.44877,-80.45987,834394.3162,405712.2202,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 13:28:04+00
-8928032.733,2981357.189,25,3.03101E+12,6411,Horace Mann Middle,4, ,8950 NW 2ND AVE, ,El Portal,33150,305-757-9537,M,8-Jun,1281,736,C,25.85681,-80.20188,918631.6618,554443.9013,,1970/01/01 00:00:00+00,ABREUI,2016/12/19 08:18:09+00
-8950742.933,2963507.749,26,3.04926E+12,6441,Howard D. Mcmillan Middle,7, ,13100 SW 59TH ST, ,Miami-Dade,33183,305-385-6877,M,8-Jun,1243,902,S,25.71243,-80.40589,851777.3749,501612.6244,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8941054.47,2955053.464,284,3.05022E+12,2541,Howard Drive Elementary,5, ,7750 SW 136TH ST, ,Palmetto Bay,33156,305-235-1412,E,PK-5,771,592,S,25.64398,-80.31886,880561.8682,476873.9754,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 13:32:09+00
-8928216.101,2984325.592,66,3.02136E+12,5141,Hubert O. Sibley K-8 Center,3, ,255 NW 115TH ST, ,Miami-Dade,33168,305-953-3737,E,PK-8,965,834,N,25.8808,-80.20353,918037.046,563161.5861,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 13:32:55+00
-8937222.858,2962851.869,114,3.413E+11,7571,International Studies Preparatory Academy,9, ,1570 MADRUGA AVE, ,Coral Gables,33146,305-663-7200,S,12-Sep,481,351,C,25.70712,-80.28444,891777.3155,499881.4685,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8926655.478,2973067.014,115,1.3231E+11,7581,iPrep Academy,10, ,1500 Biscayne Blvd, ,Miami,33132,305-995-1929,S,PK-12,694,605,C,25.78977,-80.18951,922850.5848,530103.5472,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 10:12:07+00
-8952769.124,2936898.408,45,3.07903E+12,4391,Irving & Beatrice Peskoe K-8 Center,5, ,29035 SW 144TH AVE, ,Miami-Dade,33033,305-242-8340,E,PK-8,867,834,S,25.49687,-80.4241,846124.7177,423240.7703,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 14:38:50+00
-8927834.437,2978240.26,27,1.3113E+11,7005,iTech@Thomas A. Edison Education Center,6, ,6101 NW 2ND AVE, ,Miami,33127,305-754-4683,S,9,978,198,C,25.83161,-80.20011,919273.2237,545288.2505,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 09:48:24+00
-8946348.033,2974201.357,315,3.53029E+12,9411,ITS Annex Warehouse,, ,2740 NW 104 COURT, ,Doral,33172,305-995-3331,A, ,0,0, ,25.79895,-80.36641,864625.3749,533118.9999,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 13:37:44+00
-8938622.579,2979635.496,286,4.3012E+11,481,J.W. Johnson Elementary/James H. Bright Elementary,3, ,735 W 23RD ST, ,Hialeah,33010,305-883-1357,E,PK-5,848,616,N,25.84289,-80.29701,887373.7377,549206.2056,,1970/01/01 00:00:00+00,ABREUI,2017/01/09 10:56:40+00
-8953417.146,2953331.792,159,3.05922E+12,2151,Jack D. Gordon  Elementary,8, ,14600 COUNTRY WALK DR, ,Miami-Dade,33186,305-234-4805,E,PK-5,1213,1063,S,25.63004,-80.42992,843996.7712,471633.3443,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 14:40:49+00
